"Date","Good","Scale","Value"
"1994-08","Polyethylene, high density","units ","68530"
"1994-08","Polystyrene and acrylonitrile-butadiene-styrene (abs)","units ","15891"
"1994-08","Polyvinyl chloride","units ","39895"
"1994-08","Polyesters, unsaturated","units ","5237"
"1994-08","Urea, all grades","units ","240806"
"1994-08","Phosphoric acid, wet process","units ",
"1994-08","Butadiene","units ","14608"
"1994-08","Butylene","units ","16188"
"1994-08","Propylene, as propylene in all grades","units ","69545"
"1994-08","Toluene","units ","23214"
"1994-08","Xylene","units ","35639"
"1994-08","Methyl alcohol (methanol)","units ",
"1994-08","Nitric acid, 100 %","units ","65735"
"1994-08","Aluminum sulphate (alum)","units ","15107"
"1994-08","Carbon black","units ","13612"
"1994-08","Hydrogen peroxide, 100%","units ","13435"
"1994-08","Zinc oxide","units ",
"1994-09","Hydrochloric (muriatic) acid, 100%","units ","13078"
"1994-09","Sulphuric acid, all grades, including oleum, as 100%","units ","363860"
"1994-09","Ammonia, anhydrous, 100%","units ","335123"
"1994-09","Ammonium nitrate, all grades","units ","75206"
"1994-09","Ammonium phosphate, all grades","units ","84117"
"1994-09","Benzene","units ","54366"
"1994-09","Chlorine","units ","103365"
"1994-09","Ethylene","units ","197907"
"1994-09","Formaldehyde, 100% solids basis","units ","14752"
"1994-09","Sodium chlorate","units ","77299"
"1994-09","Sodium hydroxide (caustic soda), as 100% NaOH","units ","110164"
"1994-09","Polyethylene, total","units ","146831"
"1994-09","Polyethylene, low and linear low density","units ","96929"
"1994-09","Polyethylene, high density","units ","49902"
"1994-09","Polystyrene and acrylonitrile-butadiene-styrene (abs)","units ","15785"
"1994-09","Polyvinyl chloride","units ","38697"
"1994-09","Polyesters, unsaturated","units ","5350"
"1994-09","Urea, all grades","units ","219137"
"1994-09","Phosphoric acid, wet process","units ",
"1994-09","Butadiene","units ","9054"
"1994-09","Butylene","units ","15949"
"1994-09","Propylene, as propylene in all grades","units ","41871"
"1994-09","Toluene","units ","16795"
"1994-09","Xylene","units ","30100"
"1994-09","Methyl alcohol (methanol)","units ",
"1994-09","Nitric acid, 100 %","units ","74418"
"1994-09","Aluminum sulphate (alum)","units ","15666"
"1994-09","Carbon black","units ","13149"
"1994-09","Hydrogen peroxide, 100%","units ","12748"
"1994-09","Zinc oxide","units ",
"1994-10","Hydrochloric (muriatic) acid, 100%","units ","9479"
"1994-10","Sulphuric acid, all grades, including oleum, as 100%","units ","343104"
"1994-10","Ammonia, anhydrous, 100%","units ","373609"
"1994-10","Ammonium nitrate, all grades","units ","86230"
"1994-10","Ammonium phosphate, all grades","units ",
"1994-10","Benzene","units ","63440"
"1994-10","Chlorine","units ","87309"
"1994-10","Ethylene","units ","268412"
"1994-10","Formaldehyde, 100% solids basis","units ","15894"
"1994-10","Sodium chlorate","units ","84398"
"1994-10","Sodium hydroxide (caustic soda), as 100% NaOH","units ","94706"
"1994-10","Polyethylene, total","units ","185981"
"1994-10","Polyethylene, low and linear low density","units ","122372"
"1994-10","Polyethylene, high density","units ","63609"
"1994-10","Polystyrene and acrylonitrile-butadiene-styrene (abs)","units ","15895"
"1994-10","Polyvinyl chloride","units ","42239"
"1994-10","Polyesters, unsaturated","units ","4983"
"1994-10","Urea, all grades","units ","265847"
"1994-10","Phosphoric acid, wet process","units ",
"1994-10","Butadiene","units ","14171"
"1994-10","Butylene","units ","10834"
"1994-10","Propylene, as propylene in all grades","units ","66167"
"1994-10","Toluene","units ","19401"
"1994-10","Xylene","units ","36400"
"1994-10","Methyl alcohol (methanol)","units ",
"1994-10","Nitric acid, 100 %","units ","79488"
"1994-10","Aluminum sulphate (alum)","units ","13255"
"1994-10","Carbon black","units ","14187"
"1994-10","Hydrogen peroxide, 100%","units ","13414"
"1994-10","Zinc oxide","units ",
"1994-11","Hydrochloric (muriatic) acid, 100%","units ","10993"
"1994-11","Sulphuric acid, all grades, including oleum, as 100%","units ","355678"
"1994-11","Ammonia, anhydrous, 100%","units ","384464"
"1994-11","Ammonium nitrate, all grades","units ","82760"
"1994-11","Ammonium phosphate, all grades","units ",
"1994-11","Benzene","units ","75924"
"1994-11","Chlorine","units ","95125"
"1994-11","Ethylene","units ","269437"
"1994-11","Formaldehyde, 100% solids basis","units ","13250"
"1994-11","Sodium chlorate","units ","84698"
"1994-11","Sodium hydroxide (caustic soda), as 100% NaOH","units ","101903"
"1994-11","Polyethylene, total","units ","174966"
"1994-11","Polyethylene, low and linear low density","units ","114241"
"1994-11","Polyethylene, high density","units ","60725"
"1994-11","Polystyrene and acrylonitrile-butadiene-styrene (abs)","units ","15838"
"1994-11","Polyvinyl chloride","units ","39941"
"1994-11","Polyesters, unsaturated","units ","4956"
"1994-11","Urea, all grades","units ","280149"
"1994-11","Phosphoric acid, wet process","units ",
"1994-11","Butadiene","units ",
"1994-11","Butylene","units ",
"1994-11","Propylene, as propylene in all grades","units ","59193"
"1994-11","Toluene","units ","26094"
"1994-11","Xylene","units ","33467"
"1994-11","Methyl alcohol (methanol)","units ",
"1994-11","Nitric acid, 100 %","units ","78900"
"1994-11","Aluminum sulphate (alum)","units ","12661"
"1994-11","Carbon black","units ","14806"
"1994-11","Hydrogen peroxide, 100%","units ","13308"
"1994-11","Zinc oxide","units ",
"1994-12","Hydrochloric (muriatic) acid, 100%","units ","11560"
"1994-12","Sulphuric acid, all grades, including oleum, as 100%","units ","361323"
"1994-12","Ammonia, anhydrous, 100%","units ","411684"
"1994-12","Ammonium nitrate, all grades","units ","82610"
"1994-12","Ammonium phosphate, all grades","units ",
"1994-12","Benzene","units ","71856"
"1994-12","Chlorine","units ","93024"
"1994-12","Ethylene","units ","273997"
"1994-12","Formaldehyde, 100% solids basis","units ","16612"
"1994-12","Sodium chlorate","units ","87702"
"1994-12","Sodium hydroxide (caustic soda), as 100% NaOH","units ","102442"
"1994-12","Polyethylene, total","units ","175754"
"1994-12","Polyethylene, low and linear low density","units ","114630"
"1994-12","Polyethylene, high density","units ","61124"
"1994-12","Polystyrene and acrylonitrile-butadiene-styrene (abs)","units ","17105"
"1994-12","Polyvinyl chloride","units ","38505"
"1994-12","Polyesters, unsaturated","units ","4248"
"1994-12","Urea, all grades","units ","287302"
"1994-12","Phosphoric acid, wet process","units ",
"1994-12","Butadiene","units ","16947"
"1994-12","Butylene","units ","16652"
"1994-12","Propylene, as propylene in all grades","units ","68805"
"1994-12","Toluene","units ","25968"
"1994-12","Xylene","units ","40944"
"1994-12","Methyl alcohol (methanol)","units ",
"1994-12","Nitric acid, 100 %","units ","82540"
"1994-12","Aluminum sulphate (alum)","units ","13025"
"1994-12","Carbon black","units ","13473"
"1994-12","Hydrogen peroxide, 100%","units ","12897"
"1994-12","Zinc oxide","units ",
"1995-01","Hydrochloric (muriatic) acid, 100%","units ","12497"
"1995-01","Sulphuric acid, all grades, including oleum, as 100%","units ","357897"
"1995-01","Ammonia, anhydrous, 100%","units ","403605"
"1995-01","Ammonium nitrate, all grades","units ","84282"
"1995-01","Ammonium phosphate, all grades","units ",
"1995-01","Benzene","units ","79876"
"1995-01","Chlorine","units ","95850"
"1995-01","Ethylene","units ","290837"
"1995-01","Formaldehyde, 100% solids basis","units ","14907"
"1995-01","Sodium chlorate","units ","89556"
"1995-01","Sodium hydroxide (caustic soda), as 100% NaOH","units ","104033"
"1995-01","Polyethylene, total","units ","188465"
"1995-01","Polyethylene, low and linear low density","units ","117876"
"1995-01","Polyethylene, high density","units ","70589"
"1995-01","Polystyrene and acrylonitrile-butadiene-styrene (abs)","units ","15638"
"1995-01","Polyvinyl chloride","units ","42108"
"1995-01","Polyesters, unsaturated","units ","4285"
"1995-01","Urea, all grades","units ","273528"
"1995-01","Phosphoric acid, wet process","units ",
"1995-01","Butadiene","units ","16982"
"1995-01","Butylene","units ","16435"
"1995-01","Propylene, as propylene in all grades","units ","71793"
"1995-01","Toluene","units ","29325"
"1995-01","Xylene","units ","42761"
"1995-01","Methyl alcohol (methanol)","units ",
"1995-01","Nitric acid, 100 %","units ","79606"
"1995-01","Aluminum sulphate (alum)","units ","11642"
"1995-01","Carbon black","units ","13657"
"1995-01","Hydrogen peroxide, 100%","units ","13060"
"1995-01","Zinc oxide","units ",
"1995-02","Hydrochloric (muriatic) acid, 100%","units ","10675"
"1995-02","Sulphuric acid, all grades, including oleum, as 100%","units ","338307"
"1995-02","Ammonia, anhydrous, 100%","units ","370714"
"1995-02","Ammonium nitrate, all grades","units ","86321"
"1995-02","Ammonium phosphate, all grades","units ",
"1995-02","Benzene","units ","72992"
"1995-02","Chlorine","units ","94397"
"1995-02","Ethylene","units ","270830"
"1995-02","Formaldehyde, 100% solids basis","units ","14411"
"1995-02","Sodium chlorate","units ","82462"
"1995-02","Sodium hydroxide (caustic soda), as 100% NaOH","units ","98881"
"1995-02","Polyethylene, total","units ","179389"
"1995-02","Polyethylene, low and linear low density","units ","115161"
"1995-02","Polyethylene, high density","units ","64228"
"1995-02","Polystyrene and acrylonitrile-butadiene-styrene (abs)","units ","15510"
"1995-02","Polyvinyl chloride","units ","37898"
"1995-02","Polyesters, unsaturated","units ","4694"
"1995-02","Urea, all grades","units ","284084"
"1995-02","Phosphoric acid, wet process","units ",
"1995-02","Butadiene","units ","16396"
"1995-02","Butylene","units ","14402"
"1995-02","Propylene, as propylene in all grades","units ","67526"
"1995-02","Toluene","units ","28751"
"1995-02","Xylene","units ","36556"
"1995-02","Methyl alcohol (methanol)","units ",
"1995-02","Nitric acid, 100 %","units ","78834"
"1995-02","Aluminum sulphate (alum)","units ","11771"
"1995-02","Carbon black","units ","13163"
"1995-02","Hydrogen peroxide, 100%","units ","11006"
"1995-02","Zinc oxide","units ",
"1995-03","Hydrochloric (muriatic) acid, 100%","units ","10731"
"1995-03","Sulphuric acid, all grades, including oleum, as 100%","units ","388416"
"1995-03","Ammonia, anhydrous, 100%","units ","418215"
"1995-03","Ammonium nitrate, all grades","units ","87835"
"1995-03","Ammonium phosphate, all grades","units ",
"1995-03","Benzene","units ","77704"
"1995-03","Chlorine","units ","90601"
"1995-03","Ethylene","units ","273066"
"1995-03","Formaldehyde, 100% solids basis","units ","24374"
"1995-03","Sodium chlorate","units ","88165"
"1995-03","Sodium hydroxide (caustic soda), as 100% NaOH","units ","96091"
"1995-03","Polyethylene, total","units ","184404"
"1995-03","Polyethylene, low and linear low density","units ","122624"
"1995-03","Polyethylene, high density","units ","61780"
"1995-03","Polystyrene and acrylonitrile-butadiene-styrene (abs)","units ","18303"
"1995-03","Polyvinyl chloride","units ","36797"
"1995-03","Polyesters, unsaturated","units ","6378"
"1995-03","Urea, all grades","units ","317946"
"1995-03","Phosphoric acid, wet process","units ",
"1995-03","Butadiene","units ","16790"
"1995-03","Butylene","units ",
"1995-03","Propylene, as propylene in all grades","units ","69527"
"1995-03","Toluene","units ","30260"
"1995-03","Xylene","units ","42641"
"1995-03","Methyl alcohol (methanol)","units ",
"1995-03","Nitric acid, 100 %","units ","83178"
"1995-03","Aluminum sulphate (alum)","units ","13431"
"1995-03","Carbon black","units ","16095"
"1995-03","Hydrogen peroxide, 100%","units ","11863"
"1995-03","Zinc oxide","units ",
"1995-04","Hydrochloric (muriatic) acid, 100%","units ","11545"
"1995-04","Sulphuric acid, all grades, including oleum, as 100%","units ","356042"
"1995-04","Ammonia, anhydrous, 100%","units ","393507"
"1995-04","Ammonium nitrate, all grades","units ","98598"
"1995-04","Ammonium phosphate, all grades","units ",
"1995-04","Benzene","units ","66794"
"1995-04","Chlorine","units ","96462"
"1995-04","Ethylene","units ","261049"
"1995-04","Formaldehyde, 100% solids basis","units ","14592"
"1995-04","Sodium chlorate","units ","86352"
"1995-04","Sodium hydroxide (caustic soda), as 100% NaOH","units ","99715"
"1995-04","Polyethylene, total","units ","176003"
"1995-04","Polyethylene, low and linear low density","units ","106444"
"1995-04","Polyethylene, high density","units ","69559"
"1995-04","Polystyrene and acrylonitrile-butadiene-styrene (abs)","units ","17822"
"1995-04","Polyvinyl chloride","units ","39972"
"1995-04","Polyesters, unsaturated","units ","4836"
"1995-04","Urea, all grades","units ","299923"
"1995-04","Phosphoric acid, wet process","units ",
"1995-04","Butadiene","units ","17001"
"1995-04","Butylene","units ",
"1995-04","Propylene, as propylene in all grades","units ","72340"
"1995-04","Toluene","units ",
"1995-04","Xylene","units ","20115"
"1995-04","Methyl alcohol (methanol)","units ",
"1995-04","Nitric acid, 100 %","units ","90675"
"1995-04","Aluminum sulphate (alum)","units ","13114"
"1995-04","Carbon black","units ","14602"
"1995-04","Hydrogen peroxide, 100%","units ","12562"
"1995-04","Zinc oxide","units ",
"1995-05","Hydrochloric (muriatic) acid, 100%","units ","11352"
"1995-05","Sulphuric acid, all grades, including oleum, as 100%","units ","364741"
"1995-05","Ammonia, anhydrous, 100%","units ","398132"
"1995-05","Ammonium nitrate, all grades","units ","89380"
"1995-05","Ammonium phosphate, all grades","units ",
"1995-05","Benzene","units ","69527"
"1995-05","Chlorine","units ","93789"
"1995-05","Ethylene","units ","257740"
"1995-05","Formaldehyde, 100% solids basis","units ","15216"
"1995-05","Sodium chlorate","units ","84834"
"1995-05","Sodium hydroxide (caustic soda), as 100% NaOH","units ","97790"
"1995-05","Polyethylene, total","units ","175563"
"1995-05","Polyethylene, low and linear low density","units ","105199"
"1995-05","Polyethylene, high density","units ","70364"
"1995-05","Polystyrene and acrylonitrile-butadiene-styrene (abs)","units ","16321"
"1995-05","Polyvinyl chloride","units ","33266"
"1995-05","Polyesters, unsaturated","units ","5506"
"1995-05","Urea, all grades","units ","288043"
"1995-05","Phosphoric acid, wet process","units ",
"1995-05","Butadiene","units ","16143"
"1995-05","Butylene","units ","18784"
"1995-05","Propylene, as propylene in all grades","units ","65754"
"1995-05","Toluene","units ","17621"
"1995-05","Xylene","units ","33881"
"1995-05","Methyl alcohol (methanol)","units ",
"1995-05","Nitric acid, 100 %","units ","82262"
"1995-05","Aluminum sulphate (alum)","units ","14978"
"1995-05","Carbon black","units ","17358"
"1995-05","Hydrogen peroxide, 100%","units ","11873"
"1995-05","Zinc oxide","units ",
"1995-06","Hydrochloric (muriatic) acid, 100%","units ","11309"
"1995-06","Sulphuric acid, all grades, including oleum, as 100%","units ","264504"
"1995-06","Ammonia, anhydrous, 100%","units ","310664"
"1995-06","Ammonium nitrate, all grades","units ","79046"
"1995-06","Ammonium phosphate, all grades","units ",
"1995-06","Benzene","units ","53348"
"1995-06","Chlorine","units ","93714"
"1995-06","Ethylene","units ","226364"
"1995-06","Formaldehyde, 100% solids basis","units ","23321"
"1995-06","Sodium chlorate","units ","84375"
"1995-06","Sodium hydroxide (caustic soda), as 100% NaOH","units ","96507"
