"Year","Commodity","Unit","Value"
"2013","Rutabagas and turnips fresh","Kilograms per person, per year","0.17"
"2013","Spinach fresh","Kilograms per person, per year","0.48"
"2013","Spinach frozen","Kilograms per person, per year","0.17"
"2013","Tomatoes fresh","Kilograms per person, per year","6.14"
"2013","Tomatoes canned","Kilograms per person, per year","2.45"
"2013","Tomato juice","Litres per person, per year","0.60"
"2013","Tomatoes, pulp, paste and puree","Kilograms per person, per year","1.86"
"2013","Vegetables not specified fresh","Kilograms per person, per year",
"2013","Vegetables not specified canned","Kilograms per person, per year","2.75"
"2013","Vegetables not specified frozen","Kilograms per person, per year","0.60"
"2013","Fresh and frozen sea fish, edible weight","Kilograms per person, per year","2.06"
"2013","Processed sea fish, edible weight","Kilograms per person, per year","2.05"
"2013","Total shellfish, edible weight","Kilograms per person, per year","0.66"
"2013","Freshwater fish, edible weight","Kilograms per person, per year","0.50"
"2014","Wheat flour","Kilograms per person, per year","58.67"
"2014","Rye flour","Kilograms per person, per year","0.26"
"2014","Oatmeal and rolled oats","Kilograms per person, per year","0.67"
"2014","Pot and pearl barley","Kilograms per person, per year","0.36"
"2014","Corn flour and meal","Kilograms per person, per year","0.28"
"2014","Rice","Kilograms per person, per year",
"2014","Breakfast food","Kilograms per person, per year","5.09"
"2014","Sugar refined","Kilograms per person, per year","30.27"
"2014","Sugar refined, sugar content","Kilograms per person, per year","30.27"
"2014","Maple sugar","Kilograms per person, per year","0.30"
"2014","Maple sugar, sugar content","Kilograms per person, per year","0.26"
"2014","Honey","Kilograms per person, per year","1.06"
"2014","Honey, sugar content","Kilograms per person, per year","0.83"
"2014","Dry beans","Kilograms per person, per year",
"2014","Baked and canned beans","Kilograms per person, per year","1.05"
"2014","Dry peas","Kilograms per person, per year",
"2014","Peanuts","Kilograms per person, per year","3.12"
"2014","Tree nuts","Kilograms per person, per year","1.76"
"2014","Tea","Litres per person, per year","107.46"
"2014","Tea, leaf equivalent","Kilograms per person, per year","1.37"
"2014","Coffee","Litres per person, per year","103.40"
"2014","Coffee, green bean equivalent","Kilograms per person, per year","4.81"
"2014","Cocoa, green bean equivalent","Kilograms per person, per year","1.30"
"2014","Ale, beer, stout and porter, total population","Litres per person, per year","63.29"
"2014","Ale, beer, stout and porter, population 15 years old and over","Litres per person, per year","75.55"
"2014","Distilled spirits, total population","Litres per person, per year","4.45"
"2014","Distilled spirits, population 15 years old and over","Litres per person, per year","5.31"
"2014","Wines, total population","Litres per person, per year","13.03"
"2014","Wines, population 15 years old and over","Litres per person, per year","15.55"
"2014","Ciders, coolers and other refreshment beverages, total population","Litres per person, per year","3.59"
"2014","Ciders, cooler and other refreshment beverages, population 15 years old and over","Litres per person, per year","4.28"
"2014","Soft drinks","Litres per person, per year","71.78"
"2014","Bottled water","Litres per person, per year",
"2014","Cheddar cheese","Kilograms per person, per year","3.34"
"2014","Cheddar cheese, milk solids","Kilograms per person, per year","2.11"
"2014","Processed cheese","Kilograms per person, per year","1.75"
"2014","Processed cheese, milk solids","Kilograms per person, per year","1.06"
"2014","Variety cheese","Kilograms per person, per year","7.20"
"2014","Variety cheese, milk solids","Kilograms per person, per year","3.60"
"2014","Cottage cheese","Kilograms per person, per year","0.68"
"2014","Cottage cheese, milk solids","Kilograms per person, per year","0.15"
"2014","Powder skim milk","Kilograms per person, per year","1.02"
"2014","Powder skim milk, milk solids","Kilograms per person, per year","0.98"
"2014","Powder buttermilk","Kilograms per person, per year","0.27"
"2014","Powder buttermilk, milk solids","Kilograms per person, per year","0.26"
"2014","Powder whey","Kilograms per person, per year","0.24"
"2014","Powder whey, milk solids","Kilograms per person, per year","0.23"
"2014","Other whole milk products","Kilograms per person, per year","0.25"
"2014","Other whole milk products, milk solids","Kilograms per person, per year","0.24"
"2014","Concentrated whole milk","Litres per person, per year","0.57"
"2014","Concentrated whole milk, milk solids","Kilograms per person, per year","0.16"
"2014","Sweetened concentrated whole milk","Litres per person, per year",
"2014","Sweetened concentrated whole milk, milk solids","Kilograms per person, per year",
"2014","Concentrated skim milk","Litres per person, per year",
"2014","Concentrated skim milk, milk solids","Kilograms per person, per year",
"2014","Sweetened concentrated skim milk","Litres per person, per year",
"2014","Sweetened concentrated skim milk, milk solids","Kilograms per person, per year",
"2014","Milkshake","Litres per person, per year","0.10"
"2014","Milkshake, milk solids","Kilograms per person, per year","0.04"
"2014","Ice cream","Litres per person, per year","5.16"
"2014","Ice cream, milk solids","Kilograms per person, per year","0.62"
"2014","Sherbet","Litres per person, per year","0.10"
"2014","Sherbet, milk solids","Kilograms per person, per year","0.00"
"2014","Ice milk","Litres per person, per year","1.43"
"2014","Ice milk, milk solids","Kilograms per person, per year","0.12"
"2014","Standard milk 3.25%","Litres per person, per year","9.70"
"2014","Standard milk 3.25%, milk solids","Kilograms per person, per year","1.20"
"2014","Buttermilk","Litres per person, per year","0.34"
"2014","Buttermilk, milk solids","Kilograms per person, per year","0.03"
"2014","Partly skimmed milk 2%","Litres per person, per year","34.48"
"2014","Partly skimmed milk 2%, milk solids","Kilograms per person, per year","3.83"
"2014","Partly skimmed milk 1%","Litres per person, per year","14.97"
"2014","Partly skimmed milk 1%, milk solids","Kilograms per person, per year","1.67"
"2014","Skim milk","Litres per person, per year","6.42"
"2014","Skim milk, milk solids","Kilograms per person, per year","0.62"
"2014","Chocolate and other flavoured milk","Litres per person, per year","5.91"
"2014","Chocolate and other flavoured milk, milk solids","Kilograms per person, per year","0.64"
"2014","Cereal cream 10%","Litres per person, per year","3.17"
"2014","Cereal cream 10%, milk solids","Kilograms per person, per year","0.63"
"2014","Table cream 18%","Litres per person, per year","3.87"
"2014","Table cream 18%, milk solids","Kilograms per person, per year","1.03"
"2014","Whipping cream 32% or 35%","Litres per person, per year","1.35"
"2014","Whipping cream 32% or 35%, milk solids","Kilograms per person, per year","0.51"
"2014","Sour cream","Litres per person, per year","1.35"
"2014","Sour cream, milk solids","Kilograms per person, per year","0.28"
"2014","Yogurt","Litres per person, per year","9.82"
"2014","Yogurt, milk solids","Kilograms per person, per year","1.12"
"2014","Chicken, boneless weight","Kilograms per person, per year","18.72"
"2014","Chicken, eviscerated weight","Kilograms per person, per year","31.10"
"2014","Stewing hen, boneless weight","Kilograms per person, per year","1.52"
"2014","Stewing hen, eviscerated weight","Kilograms per person, per year","2.52"
"2014","Chicken and stewing hen total, boneless weight","Kilograms per person, per year","20.24"
"2014","Chicken and stewing hen total, eviscerated weight","Kilograms per person, per year","33.62"
"2014","Turkey, boneless weight","Kilograms per person, per year","3.16"
"2014","Turkey, eviscerated weight","Kilograms per person, per year","4.00"
"2014","Eggs","Kilograms per person, per year","13.34"
"2014","Pork, carcass weight","Kilograms per person, per year","20.58"
"2014","Pork, boneless weight","Kilograms per person, per year","15.01"
"2014","Pork","Kilograms per person, per year","15.64"
"2014","Beef, carcass weight","Kilograms per person, per year","26.50"
"2014","Beef, boneless weight","Kilograms per person, per year","17.01"
"2014","Beef","Kilograms per person, per year","18.90"
"2014","Veal, carcass weight","Kilograms per person, per year","1.07"
"2014","Veal, boneless weight","Kilograms per person, per year","0.73"
"2014","Veal","Kilograms per person, per year","0.89"
"2014","Beef and veal total, carcass weight","Kilograms per person, per year","27.57"
"2014","Beef and veal total, boneless weight","Kilograms per person, per year","17.75"
"2014","Beef and veal total","Kilograms per person, per year","19.78"
"2014","Mutton and lamb, carcass weight","Kilograms per person, per year","1.05"
"2014","Mutton and lamb, boneless weight","Kilograms per person, per year","0.69"
"2014","Mutton and lamb","Kilograms per person, per year","0.94"
"2014","Offal, carcass weight","Kilograms per person, per year","0.46"
"2014","Offal, boneless weight","Kilograms per person, per year","0.46"
"2014","Offal","Kilograms per person, per year","0.46"
"2014","Butter","Kilograms per person, per year","2.72"
"2014","Butter, milk solids","Kilograms per person, per year","2.17"
"2014","Butter, fat content","Kilograms per person, per year","2.17"
"2014","Margarine","Kilograms per person, per year","3.04"
"2014","Margarine, fat content","Kilograms per person, per year","2.46"
"2014","Salad oils","Kilograms per person, per year","14.23"
"2014","Salad oils, fat content","Kilograms per person, per year","14.23"
"2014","Shortening and shortening oils","Kilograms per person, per year","6.43"
"2014","Shortening and shortening oils, fat content","Kilograms per person, per year","6.43"
"2014","Apples fresh","Kilograms per person, per year","11.54"
"2014","Apples fresh, fresh equivalent","Kilograms per person, per year","11.54"
"2014","Apples canned","Kilograms per person, per year","0.08"
"2014","Apples canned, fresh equivalent","Kilograms per person, per year","0.14"
"2014","Apples dried","Kilograms per person, per year","0.04"
"2014","Apples dried, fresh equivalent","Kilograms per person, per year","0.29"
"2014","Apples frozen","Kilograms per person, per year","0.05"
"2014","Apples frozen, fresh equivalent","Kilograms per person, per year","0.08"
"2014","Apple juice","Kilograms per person, per year","4.70"
"2014","Apple juice, fresh equivalent","Kilograms per person, per year","6.49"
"2014","Apple juice","Litres per person, per year","4.50"
"2014","Apple pie filling","Kilograms per person, per year","0.09"
"2014","Apple pie filling, fresh equivalent","Kilograms per person, per year","0.13"
"2014","Apple sauce","Kilograms per person, per year","0.47"
"2014","Apple sauce, fresh equivalent","Kilograms per person, per year","0.61"
"2014","Apricots fresh","Kilograms per person, per year","0.13"
"2014","Apricots fresh, fresh equivalent","Kilograms per person, per year","0.13"
"2014","Apricots canned","Kilograms per person, per year","0.03"
"2014","Apricots canned, fresh equivalent","Kilograms per person, per year","0.02"
"2014","Avocados fresh","Kilograms per person, per year","1.62"
"2014","Avocados fresh, fresh equivalent","Kilograms per person, per year","1.62"
"2014","Bananas fresh","Kilograms per person, per year","15.66"
"2014","Bananas fresh, fresh equivalent","Kilograms per person, per year","15.66"
"2014","Other fresh berries","Kilograms per person, per year","1.17"
"2014","Other fresh berries, fresh equivalent","Kilograms per person, per year","1.17"
"2014","Blueberries fresh","Kilograms per person, per year","1.07"
"2014","Blueberries fresh, fresh equivalent","Kilograms per person, per year","1.07"
"2014","Blueberries canned","Kilograms per person, per year","0.01"
"2014","Blueberries canned, fresh equivalent","Kilograms per person, per year","0.01"
"2014","Blueberries frozen","Kilograms per person, per year","2.01"
"2014","Blueberries frozen, fresh equivalent","Kilograms per person, per year","2.07"
"2014","Cherries fresh","Kilograms per person, per year","0.95"
"2014","Cherries fresh, fresh equivalent","Kilograms per person, per year","0.95"
"2014","Cherries frozen","Kilograms per person, per year","0.34"
"2014","Cherries frozen, fresh equivalent","Kilograms per person, per year","0.34"
"2014","Coconut fresh","Kilograms per person, per year","0.36"
"2014","Coconut fresh, fresh equivalent","Kilograms per person, per year","0.36"
"2014","Cranberries fresh","Kilograms per person, per year","2.77"
"2014","Cranberries fresh, fresh equivalent","Kilograms per person, per year","2.77"
"2014","Dates fresh","Kilograms per person, per year","1.48"
"2014","Dates fresh, fresh equivalent","Kilograms per person, per year","1.48"
"2014","Figs fresh","Kilograms per person, per year","0.43"
"2014","Figs fresh, fresh equivalent","Kilograms per person, per year","0.43"
"2014","Grapes fresh","Kilograms per person, per year","4.46"
"2014","Grapes fresh, fresh equivalent","Kilograms per person, per year","4.46"
"2014","Grape juice","Kilograms per person, per year","3.27"
"2014","Grape juice, fresh equivalent","Kilograms per person, per year","4.06"
"2014","Grape juice","Litres per person, per year","3.16"
"2014","Guavas and mangoes fresh","Kilograms per person, per year","1.52"
"2014","Guavas and mangoes fresh, fresh equivalent","Kilograms per person, per year","1.52"
"2014","Kiwis fresh","Kilograms per person, per year","0.49"
"2014","Kiwis fresh, fresh equivalent","Kilograms per person, per year","0.49"
"2014","Melons, musk and cantaloups fresh","Kilograms per person, per year","2.35"
"2014","Melons, musk and cantaloups fresh, fresh equivalent","Kilograms per person, per year","2.35"
"2014","Other fresh melons","Kilograms per person, per year","1.69"
"2014","Other fresh melons, fresh equivalent","Kilograms per person, per year","1.69"
"2014","Watermelons fresh","Kilograms per person, per year","6.11"
"2014","Watermelons fresh, fresh equivalent","Kilograms per person, per year","6.11"
"2014","Wintermelons fresh","Kilograms per person, per year","0.04"
"2014","Wintermelons fresh, fresh equivalent","Kilograms per person, per year","0.04"
"2014","Melons total fresh","Kilograms per person, per year","10.19"
"2014","Melons total fresh, fresh equivalent","Kilograms per person, per year","10.19"
"2014","Nectarines fresh","Kilograms per person, per year","0.63"
"2014","Nectarines fresh, fresh equivalent","Kilograms per person, per year","0.63"
"2014","Papayas fresh","Kilograms per person, per year","0.42"
"2014","Papayas fresh, fresh equivalent","Kilograms per person, per year","0.42"
"2014","Peaches fresh","Kilograms per person, per year","1.13"
"2014","Peaches fresh, fresh equivalent","Kilograms per person, per year","1.13"
"2014","Peaches canned","Kilograms per person, per year","0.56"
"2014","Peaches canned, fresh equivalent","Kilograms per person, per year","0.57"
"2014","Pears fresh","Kilograms per person, per year","2.21"
"2014","Pears fresh, fresh equivalent","Kilograms per person, per year","2.21"
"2014","Pears canned","Kilograms per person, per year","0.19"
"2014","Pears canned, fresh equivalent","Kilograms per person, per year","0.21"
"2014","Pineapples fresh","Kilograms per person, per year","3.37"
"2014","Pineapples fresh, fresh equivalent","Kilograms per person, per year","3.37"
"2014","Pineapples canned","Kilograms per person, per year","0.63"
"2014","Pineapples canned, fresh equivalent","Kilograms per person, per year","1.07"
"2014","Pineapple juice","Kilograms per person, per year","0.64"
"2014","Pineapple juice, fresh equivalent","Kilograms per person, per year","1.08"
"2014","Pineapple juice","Litres per person, per year","0.61"
"2014","Plums total fresh","Kilograms per person, per year","0.62"
"2014","Plums total fresh, fresh equivalent","Kilograms per person, per year","0.62"
"2014","Quinces fresh","Kilograms per person, per year","0.00"
"2014","Quinces fresh, fresh equivalent","Kilograms per person, per year","0.00"
"2014","Raspberries frozen","Kilograms per person, per year","0.34"
"2014","Raspberries frozen, fresh equivalent","Kilograms per person, per year","0.35"
"2014","Strawberries fresh","Kilograms per person, per year","3.23"
"2014","Strawberries fresh, fresh equivalent","Kilograms per person, per year","3.23"
"2014","Strawberries canned","Kilograms per person, per year","0.07"
"2014","Strawberries canned, fresh equivalent","Kilograms per person, per year","0.05"
"2014","Strawberries frozen","Kilograms per person, per year","0.76"
"2014","Strawberries frozen, fresh equivalent","Kilograms per person, per year","0.67"
"2014","Fruits not specified fresh","Kilograms per person, per year","0.63"
"2014","Fruits not specified fresh, fresh equivalent","Kilograms per person, per year","0.63"
"2014","Fruits not specified canned","Kilograms per person, per year","2.79"
"2014","Fruits not specified canned, fresh equivalent","Kilograms per person, per year","2.60"
"2014","Fruits not specified dried","Kilograms per person, per year","1.08"
"2014","Fruits not specified dried, fresh equivalent","Kilograms per person, per year","6.25"
"2014","Fruits not specified frozen","Kilograms per person, per year","1.16"
"2014","Fruits not specified frozen, fresh equivalent","Kilograms per person, per year","1.48"
"2014","Oranges fresh","Kilograms per person, per year","8.34"
"2014","Oranges fresh, fresh equivalent","Kilograms per person, per year","8.34"
"2014","Orange juice","Kilograms per person, per year","11.47"
"2014","Orange juice, fresh equivalent","Kilograms per person, per year","21.11"
"2014","Orange juice","Litres per person, per year","11.07"
"2014","Lemons fresh","Kilograms per person, per year","1.53"
"2014","Lemons fresh, fresh equivalent","Kilograms per person, per year","1.53"
"2014","Lemon juice","Kilograms per person, per year","0.72"
"2014","Lemon juice, fresh equivalent","Kilograms per person, per year","2.16"
"2014","Lemon juice","Litres per person, per year","0.70"
"2014","Grapefruits fresh","Kilograms per person, per year","1.12"
"2014","Grapefruits fresh, fresh equivalent","Kilograms per person, per year","1.12"
"2014","Grapefruit juice","Kilograms per person, per year","0.34"
"2014","Grapefruit juice, fresh equivalent","Kilograms per person, per year","0.71"
"2014","Grapefruit juice","Litres per person, per year","0.33"
"2014","Limes fresh","Kilograms per person, per year","1.05"
"2014","Limes fresh, fresh equivalent","Kilograms per person, per year","1.05"
"2014","Mandarins fresh","Kilograms per person, per year","3.30"
"2014","Mandarins fresh, fresh equivalent","Kilograms per person, per year","3.30"
"2014","Other citrus fresh","Kilograms per person, per year","0.04"
"2014","Other citrus fresh, fresh equivalent","Kilograms per person, per year","0.04"
"2014","Artichokes fresh","Kilograms per person, per year","0.04"
"2014","Artichokes fresh, fresh equivalent","Kilograms per person, per year","0.04"
"2014","Asparagus fresh","Kilograms per person, per year","0.72"
"2014","Asparagus fresh, fresh equivalent","Kilograms per person, per year","0.72"
"2014","Asparagus canned","Kilograms per person, per year","0.03"
"2014","Asparagus canned, fresh equivalent","Kilograms per person, per year","0.03"
"2014","Beans green and wax fresh","Kilograms per person, per year","0.85"
"2014","Beans green and wax fresh, fresh equivalent","Kilograms per person, per year","0.85"
"2014","Beans green and wax canned","Kilograms per person, per year","1.34"
"2014","Beans green and wax canned, fresh equivalent","Kilograms per person, per year","0.93"
"2014","Beans green and wax frozen","Kilograms per person, per year","0.29"
"2014","Beans green and wax frozen, fresh equivalent","Kilograms per person, per year","0.35"
"2014","Beets fresh","Kilograms per person, per year","0.79"
"2014","Beets fresh, fresh equivalent","Kilograms per person, per year","0.79"
"2014","Beets canned","Kilograms per person, per year","0.21"
"2014","Beets canned, fresh equivalent","Kilograms per person, per year","0.25"
"2014","Broccoli fresh","Kilograms per person, per year","2.72"
"2014","Broccoli fresh, fresh equivalent","Kilograms per person, per year","2.72"
"2014","Broccoli frozen","Kilograms per person, per year","0.47"
"2014","Broccoli frozen, fresh equivalent","Kilograms per person, per year","0.62"
"2014","Brussels sprouts fresh","Kilograms per person, per year","0.25"
"2014","Brussels sprouts fresh, fresh equivalent","Kilograms per person, per year","0.25"
"2014","Brussels sprouts frozen","Kilograms per person, per year","0.08"
"2014","Brussels sprouts frozen, fresh equivalent","Kilograms per person, per year","0.10"
"2014","Cabbage fresh","Kilograms per person, per year","4.42"
"2014","Cabbage fresh, fresh equivalent","Kilograms per person, per year","4.42"
"2014","Chinese cabbage fresh","Kilograms per person, per year","1.02"
"2014","Chinese cabbage fresh, fresh equivalent","Kilograms per person, per year","1.02"
"2014","Carrots fresh","Kilograms per person, per year","6.79"
"2014","Carrots fresh, fresh equivalent","Kilograms per person, per year","6.79"
"2014","Carrots canned","Kilograms per person, per year","0.69"
"2014","Carrots canned, fresh equivalent","Kilograms per person, per year","0.88"
"2014","Carrots frozen","Kilograms per person, per year","1.11"
"2014","Carrots frozen, fresh equivalent","Kilograms per person, per year","2.01"
"2014","Cauliflower fresh","Kilograms per person, per year","2.37"
"2014","Cauliflower fresh, fresh equivalent","Kilograms per person, per year","2.37"
"2014","Cauliflower frozen","Kilograms per person, per year","0.08"
"2014","Cauliflower frozen, fresh equivalent","Kilograms per person, per year","0.12"
"2014","Celery fresh","Kilograms per person, per year","3.08"
"2014","Celery fresh, fresh equivalent","Kilograms per person, per year","3.08"
"2014","Corn fresh","Kilograms per person, per year","3.29"
"2014","Corn fresh, fresh equivalent","Kilograms per person, per year","3.29"
"2014","Corn canned","Kilograms per person, per year","0.94"
"2014","Corn canned, fresh equivalent","Kilograms per person, per year","2.26"
"2014","Corn frozen","Kilograms per person, per year","0.41"
"2014","Corn frozen, fresh equivalent","Kilograms per person, per year","1.37"
"2014","Cucumbers fresh","Kilograms per person, per year","3.52"
"2014","Cucumbers fresh, fresh equivalent","Kilograms per person, per year","3.52"
"2014","Other edible roots fresh","Kilograms per person, per year","0.11"
"2014","Other edible roots fresh, fresh equivalent","Kilograms per person, per year","0.11"
"2014","Eggplants fresh","Kilograms per person, per year","0.59"
"2014","Eggplants fresh, fresh equivalent","Kilograms per person, per year","0.59"
"2014","Garlic fresh","Kilograms per person, per year","0.43"
"2014","Garlic fresh, fresh equivalent","Kilograms per person, per year","0.43"
"2014","Kohlrabi fresh","Kilograms per person, per year","0.89"
"2014","Kohlrabi fresh, fresh equivalent","Kilograms per person, per year","0.89"
"2014","Leeks fresh","Kilograms per person, per year","0.24"
"2014","Leeks fresh, fresh equivalent","Kilograms per person, per year","0.24"
"2014","Other leguminous vegetables fresh","Kilograms per person, per year",
"2014","Other leguminous vegetables fresh, fresh equivalent","Kilograms per person, per year",
"2014","Lettuce fresh","Kilograms per person, per year","8.74"
"2014","Lettuce fresh, fresh equivalent","Kilograms per person, per year","8.74"
"2014","Lima beans frozen","Kilograms per person, per year","0.02"
"2014","Lima beans frozen, fresh equivalent","Kilograms per person, per year","0.02"
"2014","Manioc fresh","Kilograms per person, per year","0.10"
"2014","Manioc fresh, fresh equivalent","Kilograms per person, per year","0.10"
"2014","Mushrooms fresh","Kilograms per person, per year","2.39"
"2014","Mushrooms fresh, fresh equivalent","Kilograms per person, per year","2.39"
"2014","Mushrooms canned","Kilograms per person, per year","0.37"
"2014","Mushrooms canned, fresh equivalent","Kilograms per person, per year","0.31"
"2014","Okra fresh","Kilograms per person, per year","0.16"
"2014","Okra fresh, fresh equivalent","Kilograms per person, per year","0.16"
"2014","Olives fresh","Kilograms per person, per year","0.00"
"2014","Olives fresh, fresh equivalent","Kilograms per person, per year","0.00"
"2014","Onions and shallots fresh","Kilograms per person, per year","9.17"
"2014","Onions and shallots fresh, fresh equivalent","Kilograms per person, per year","9.17"
"2014","Parsley fresh","Kilograms per person, per year","0.29"
"2014","Parsley fresh, fresh equivalent","Kilograms per person, per year","0.29"
"2014","Parsnips fresh","Kilograms per person, per year","0.27"
"2014","Parsnips fresh, fresh equivalent","Kilograms per person, per year","0.27"
"2014","Peas fresh","Kilograms per person, per year","0.22"
"2014","Peas fresh, fresh equivalent","Kilograms per person, per year","0.22"
"2014","Peas canned","Kilograms per person, per year","0.54"
"2014","Peas canned, fresh equivalent","Kilograms per person, per year","0.40"
"2014","Peas frozen","Kilograms per person, per year","0.72"
"2014","Peas frozen, fresh equivalent","Kilograms per person, per year","0.78"
"2014","Peppers fresh","Kilograms per person, per year","4.29"
"2014","Peppers fresh, fresh equivalent","Kilograms per person, per year","4.29"
"2014","Potatoes chips","Kilograms per person, per year","3.28"
"2014","Potatoes chips, fresh equivalent","Kilograms per person, per year","11.48"
"2014","Potatoes frozen","Kilograms per person, per year","6.73"
"2014","Potatoes frozen, fresh equivalent","Kilograms per person, per year","11.44"
"2014","Potatoes other processed","Kilograms per person, per year","3.80"
"2014","Potatoes other processed, fresh equivalent","Kilograms per person, per year","10.02"
"2014","Potatoes total processed","Kilograms per person, per year","13.80"
"2014","Potatoes total processed, fresh equivalent","Kilograms per person, per year","32.94"
"2014","Potatoes sweet fresh","Kilograms per person, per year","1.36"
"2014","Potatoes sweet, fresh equivalent","Kilograms per person, per year","1.36"
"2014","Potatoes white fresh","Kilograms per person, per year","15.93"
"2014","Potatoes white fresh, fresh equivalent","Kilograms per person, per year","15.93"
"2014","Potatoes white fresh and processed, fresh equivalent","Kilograms per person, per year","48.87"
"2014","Pumpkins and squash fresh","Kilograms per person, per year","3.76"
"2014","Pumpkins and squash fresh, fresh equivalent","Kilograms per person, per year","3.76"
"2014","Radishes fresh","Kilograms per person, per year","0.45"
"2014","Radishes fresh, fresh equivalent","Kilograms per person, per year","0.45"
"2014","Rappini fresh","Kilograms per person, per year","0.21"
"2014","Rappini fresh, fresh equivalent","Kilograms per person, per year","0.21"
"2014","Rutabagas and turnips fresh","Kilograms per person, per year","1.28"
"2014","Rutabagas and turnips fresh, fresh equivalent","Kilograms per person, per year","1.28"
"2014","Spinach fresh","Kilograms per person, per year","0.98"
"2014","Spinach fresh, fresh equivalent","Kilograms per person, per year","0.98"
"2014","Spinach frozen","Kilograms per person, per year","0.30"
"2014","Spinach frozen, fresh equivalent","Kilograms per person, per year","0.42"
"2014","Tomatoes fresh","Kilograms per person, per year","8.59"
"2014","Tomatoes fresh, fresh equivalent","Kilograms per person, per year","8.59"
"2014","Tomatoes canned","Kilograms per person, per year","3.20"
"2014","Tomatoes canned, fresh equivalent","Kilograms per person, per year","5.43"
"2014","Tomato juice","Kilograms per person, per year","0.60"
"2014","Tomato juice, fresh equivalent","Kilograms per person, per year","0.60"
"2014","Tomato juice","Litres per person, per year","0.60"
"2014","Tomatoes, pulp, paste and puree","Kilograms per person, per year","2.78"
"2014","Tomatoes, pulp, paste and puree, fresh equivalent","Kilograms per person, per year","14.99"
"2014","Vegetables not specified fresh","Kilograms per person, per year",
"2014","Vegetables not specified fresh, fresh equivalent","Kilograms per person, per year",
"2014","Vegetables not specified canned","Kilograms per person, per year","3.58"
"2014","Vegetables not specified canned, fresh equivalent","Kilograms per person, per year","4.65"
"2014","Vegetables not specified frozen","Kilograms per person, per year","0.84"
"2014","Vegetables not specified frozen, fresh equivalent","Kilograms per person, per year","1.21"
"2014","Fresh and frozen sea fish, edible weight","Kilograms per person, per year","3.73"
"2014","Processed sea fish, edible weight","Kilograms per person, per year","2.38"
"2014","Total shellfish, edible weight","Kilograms per person, per year","1.32"
"2014","Freshwater fish, edible weight","Kilograms per person, per year","0.92"
"2014","Wheat flour","Kilograms per person, per year","41.30"
"2014","Rye flour","Kilograms per person, per year","0.19"
"2014","Oatmeal and rolled oats","Kilograms per person, per year","0.40"
"2014","Pot and pearl barley","Kilograms per person, per year","0.22"
"2014","Corn flour and meal","Kilograms per person, per year","0.20"
"2014","Rice","Kilograms per person, per year",
"2014","Breakfast food","Kilograms per person, per year","3.58"
"2014","Sugar refined","Kilograms per person, per year","17.78"
"2014","Maple sugar","Kilograms per person, per year","0.23"
"2014","Honey","Kilograms per person, per year","0.80"
"2014","Dry beans","Kilograms per person, per year",
"2014","Baked and canned beans","Kilograms per person, per year","0.75"
"2014","Dry peas","Kilograms per person, per year",
"2014","Peanuts","Kilograms per person, per year","2.81"
"2014","Tree nuts","Kilograms per person, per year","1.36"
"2014","Tea","Litres per person, per year","90.91"
"2014","Coffee","Litres per person, per year","87.48"
"2014","Cocoa, green bean equivalent","Kilograms per person, per year","1.10"
"2014","Ale, beer, stout and porter, total population","Litres per person, per year","58.32"
"2014","Ale, beer, stout and porter, population 15 years old and over","Litres per person, per year","69.62"
"2014","Distilled spirits, total population","Litres per person, per year","4.10"
"2014","Distilled spirits, population 15 years old and over","Litres per person, per year","4.89"
"2014","Wines, total population","Litres per person, per year","12.01"
"2014","Wines, population 15 years old and over","Litres per person, per year","14.33"
"2014","Ciders, coolers and other refreshment beverages, total population","Litres per person, per year","3.30"
"2014","Ciders, cooler and other refreshment beverages, population 15 years old and over","Litres per person, per year","3.94"
"2014","Soft drinks","Litres per person, per year","60.73"
"2014","Bottled water","Litres per person, per year",
"2014","Cheddar cheese","Kilograms per person, per year","2.80"
"2014","Processed cheese","Kilograms per person, per year","1.51"
"2014","Variety cheese","Kilograms per person, per year","5.75"
"2014","Cottage cheese","Kilograms per person, per year","0.41"
"2014","Powder skim milk","Kilograms per person, per year","0.60"
"2014","Powder buttermilk","Kilograms per person, per year","0.16"
"2014","Powder whey","Kilograms per person, per year","0.14"
"2014","Other whole milk products","Kilograms per person, per year","0.17"
"2014","Concentrated whole milk","Litres per person, per year","0.43"
"2014","Sweetened concentrated whole milk","Litres per person, per year",
"2014","Concentrated skim milk","Litres per person, per year",
"2014","Sweetened concentrated skim milk","Litres per person, per year",
"2014","Milkshake","Litres per person, per year","0.07"
"2014","Ice cream","Litres per person, per year","3.45"
"2014","Sherbet","Litres per person, per year","0.07"
"2014","Ice milk","Litres per person, per year","0.96"
"2014","Standard milk 3.25%","Litres per person, per year","6.83"
"2014","Buttermilk","Litres per person, per year","0.24"
"2014","Partly skimmed milk 2%","Litres per person, per year","24.27"
"2014","Partly skimmed milk 1%","Litres per person, per year","10.54"
"2014","Skim milk","Litres per person, per year","4.52"
"2014","Chocolate and other flavoured milk","Litres per person, per year","2.86"
"2014","Cereal cream 10%","Litres per person, per year","2.46"
"2014","Table cream 18%","Litres per person, per year","3.00"
"2014","Whipping cream 32% or 35%","Litres per person, per year","1.04"
"2014","Sour cream","Litres per person, per year","1.10"
"2014","Yogurt","Litres per person, per year","6.82"
"2014","Chicken, boneless weight","Kilograms per person, per year","15.28"
"2014","Stewing hen, boneless weight","Kilograms per person, per year","1.24"
